order_id,order_date,customer_id,product_id,region,sales,quantity,discount,profit
O00774,2022-10-09,C0099,P0049,West,3749.7,5,0.07,508.86
O00775,2022-11-21,C0072,P0004,East,3131.53,4,0.09,788.83
O00776,2022-03-11,C0117,P0020,East,1204.43,4,0.04,352.65
O00777,2022-10-20,C0016,P0016,North,1590.86,2,0.1,690.6
O00778,2023-09-07,C0081,P0011,North,1615.13,2,0.09,155.96
O00779,2022-08-23,C0192,P0007,South,3999.09,3,0.12,-187.86
O00780,2022-08-15,C0096,P0018,West,3608.06,5,0.02,-152.5
O00781,2022-06-28,C0157,P0017,East,3275.49,4,0.2,455.87
O00782,2023-02-18,C0031,P0049,West,4707.28,2,0.09,721.33
O00783,2023-06-22,C0044,P0013,South,4814.67,5,0.03,350.97
O00784,2022-09-03,C0029,P0005,North,4683.31,1,0.19,618.9
O00785,2022-04-02,C0044,P0050,South,4249.9,4,0.12,-120.75
O00786,2023-04-20,C0136,P0029,North,1245.08,2,0.25,-30.03
O00787,2023-01-02,C0104,P0001,West,3382.64,4,0.08,312.79
O00788,2022-06-06,C0145,P0017,East,1565.47,2,0.28,181.61
O00789,2022-05-01,C0095,P0032,East,3896.97,5,0.13,568.9
O00790,2023-01-02,C0151,P0048,South,2741.59,5,0.04,172.91
O00791,2022-07-25,C0080,P0023,North,4971.2,2,0.25,235.75
O00792,2023-08-13,C0096,P0031,North,677.52,3,0.24,586.03
O00793,2022-12-04,C0199,P0036,East,1330.74,3,0.07,597.39
O00794,2023-03-09,C0041,P0035,North,3208.64,5,0.23,527.76
O00795,2023-05-05,C0076,P0016,West,2766.7,5,0.23,734.35
O00796,2022-09-16,C0053,P0034,North,2769.37,3,0.05,523.71
O00797,2022-09-30,C0002,P0014,South,4073.06,1,0.13,-129.38
O00798,2022-02-17,C0107,P0022,North,3782.55,4,0.16,623.29
O00799,2022-12-13,C0079,P0027,North,1058.32,1,0.0,-50.67
O00800,2022-06-12,C0134,P0038,West,2803.75,4,0.23,620.48
O00801,2022-12-21,C0012,P0040,West,3019.28,1,0.21,-128.22
O00802,2023-10-17,C0194,P0048,North,700.49,5,0.29,794.01
O00803,2022-10-22,C0052,P0022,North,2433.04,5,0.19,-14.51
O00804,2022-11-06,C0011,P0008,East,4393.3,5,0.0,427.71
O00805,2022-10-26,C0149,P0041,South,1401.47,5,0.05,18.4
O00806,2023-04-06,C0019,P0045,South,3455.23,5,0.01,389.74
O00807,2023-04-24,C0024,P0025,South,1920.2,4,0.01,-179.16
O00808,2022-06-01,C0135,P0004,South,1664.21,4,0.02,185.2
O00809,2023-04-17,C0107,P0046,South,543.79,1,0.09,-52.71
O00810,2023-01-21,C0057,P0028,West,619.94,4,0.06,444.2
O00811,2023-01-20,C0008,P0024,East,4505.19,2,0.04,-113.33
O00812,2022-03-19,C0009,P0034,West,4897.89,4,0.08,477.12
O00813,2023-01-22,C0065,P0031,South,3447.17,2,0.15,570.17
O00814,2023-11-14,C0073,P0018,South,4269.66,1,0.04,-149.86
O00815,2022-02-09,C0012,P0014,South,3018.49,1,0.15,677.77
O00816,2023-03-25,C0068,P0023,East,3861.74,5,0.01,401.93
O00817,2022-03-14,C0159,P0003,South,1093.24,3,0.16,433.85
O00818,2022-03-02,C0068,P0020,West,2355.98,4,0.14,-99.06
O00819,2023-04-06,C0038,P0027,South,1478.5,1,0.18,688.2
O00820,2023-04-01,C0130,P0042,North,1147.33,3,0.28,-74.98
O00821,2022-08-15,C0195,P0022,South,3674.44,4,0.03,-88.51
O00822,2022-11-14,C0030,P0006,South,2666.71,4,0.07,284.57
O00823,2022-08-11,C0077,P0016,East,3189.19,4,0.03,297.84
O00824,2022-02-10,C0154,P0003,East,3950.33,4,0.22,543.65
O00825,2022-01-31,C0196,P0028,South,809.49,3,0.26,261.17
O00826,2022-08-27,C0035,P0008,South,3316.05,2,0.19,649.37
O00827,2022-04-26,C0194,P0043,South,4535.36,4,0.02,-178.58
O00828,2023-09-23,C0055,P0035,East,4271.26,5,0.09,632.72
O00829,2022-05-01,C0198,P0015,North,2931.38,3,0.11,-36.39
O00830,2022-11-19,C0008,P0049,East,2500.51,4,0.03,653.81
O00831,2022-04-12,C0154,P0023,East,1402.62,5,0.18,677.69
O00832,2022-11-19,C0168,P0018,South,1939.55,4,0.14,-123.11
O00833,2023-02-05,C0024,P0015,North,2818.03,4,0.08,-122.55
O00834,2022-01-27,C0048,P0037,East,2770.99,3,0.04,624.54
O00835,2022-12-20,C0159,P0022,West,4687.22,5,0.17,312.46
O00836,2023-08-24,C0115,P0027,West,4263.94,4,0.27,299.91
O00837,2023-09-07,C0037,P0047,South,535.23,3,0.27,506.05
O00838,2022-07-05,C0033,P0042,North,2236.55,1,0.14,75.31
O00839,2023-06-02,C0180,P0013,West,2060.67,4,0.28,-26.79
O00840,2023-05-18,C0141,P0048,South,4625.89,4,0.1,530.81
O00841,2022-02-18,C0028,P0040,East,4595.15,2,0.05,-124.9
O00842,2022-06-14,C0153,P0042,South,1022.54,5,0.22,-181.44
O00843,2022-12-12,C0198,P0003,East,4352.48,5,0.29,686.86
O00844,2023-07-22,C0113,P0038,West,3070.99,3,0.21,145.03
O00845,2023-10-21,C0070,P0047,North,1530.58,3,0.0,151.84
O00846,2022-03-02,C0002,P0006,East,2740.86,3,0.09,344.0
O00847,2022-11-19,C0145,P0006,North,1010.54,2,0.03,104.08
O00848,2023-03-29,C0182,P0005,North,4678.21,4,0.1,115.82
O00849,2023-01-30,C0151,P0050,North,3689.5,2,0.04,320.4
O00850,2023-07-25,C0091,P0045,North,3736.6,2,0.22,-23.0
O00851,2023-07-03,C0004,P0047,East,4920.95,4,0.24,-88.56
O00852,2023-09-09,C0042,P0032,South,4737.67,3,0.16,301.77
O00853,2023-08-18,C0173,P0008,East,4304.94,2,0.06,157.15
O00854,2022-07-15,C0169,P0024,West,2367.27,4,0.26,215.95
O00855,2023-01-13,C0081,P0029,North,2256.6,3,0.04,375.49
O00856,2022-07-13,C0051,P0050,South,1111.12,4,0.06,695.62
O00857,2023-09-27,C0183,P0023,North,1304.97,1,0.2,-188.5
O00858,2023-05-29,C0161,P0013,West,2746.71,3,0.28,-7.11
O00859,2023-01-30,C0167,P0041,North,3377.02,2,0.15,315.84
O00860,2022-02-20,C0116,P0004,East,1856.71,3,0.12,385.13
O00861,2023-08-02,C0064,P0026,West,3818.11,1,0.29,244.17
O00862,2022-07-16,C0036,P0016,South,1274.32,4,0.2,-146.11
O00863,2022-01-16,C0186,P0007,East,4815.73,2,0.18,226.16
O00864,2023-05-12,C0105,P0007,North,792.55,3,0.3,738.67
O00865,2022-07-29,C0110,P0007,North,958.25,3,0.23,214.32
O00866,2022-05-17,C0194,P0036,South,4788.1,5,0.15,-70.16
O00867,2023-02-14,C0050,P0049,East,871.79,2,0.1,528.95
O00868,2023-10-14,C0066,P0043,South,1380.89,3,0.07,45.19
O00869,2023-08-17,C0072,P0042,North,4293.06,4,0.25,-120.48
O00870,2022-08-12,C0129,P0015,South,1691.5,5,0.23,769.85
O00871,2022-07-20,C0020,P0029,East,3104.46,3,0.04,471.76
O00872,2022-05-06,C0148,P0046,West,2769.95,4,0.12,566.85
O00873,2022-08-25,C0180,P0021,West,572.43,1,0.14,586.19
O00874,2022-07-19,C0188,P0047,West,4274.21,5,0.14,670.36
O00875,2022-01-19,C0112,P0025,West,2962.98,4,0.19,-77.62
O00876,2022-01-25,C0115,P0043,East,2882.38,1,0.13,522.11
O00877,2022-08-23,C0101,P0024,South,509.81,2,0.28,143.54
O00878,2022-04-20,C0076,P0047,West,949.31,3,0.2,573.61
O00879,2022-07-07,C0020,P0031,South,3985.69,2,0.22,89.59
O00880,2022-04-21,C0181,P0024,West,1755.96,5,0.22,149.11
O00881,2022-12-28,C0138,P0009,East,3716.22,5,0.26,560.83
O00882,2023-04-08,C0150,P0043,North,1461.73,2,0.3,709.24
O00883,2022-10-24,C0045,P0048,South,3564.44,4,0.19,185.6
O00884,2022-05-15,C0088,P0034,West,3035.54,3,0.28,-138.18
O00885,2023-08-26,C0090,P0047,South,3771.11,2,0.2,762.0
O00886,2022-04-14,C0006,P0036,South,2135.42,3,0.17,745.28
O00887,2022-10-18,C0061,P0002,West,1977.65,1,0.18,462.24
O00888,2023-03-18,C0130,P0025,North,2886.77,2,0.06,381.39
O00889,2022-11-27,C0017,P0046,West,1637.69,3,0.1,-56.09
O00890,2022-01-23,C0029,P0020,North,4037.02,2,0.03,592.71
O00891,2022-05-16,C0045,P0029,North,2833.74,2,0.08,254.47
O00892,2022-08-19,C0144,P0006,North,876.61,1,0.11,-144.48
O00893,2023-04-26,C0083,P0038,West,2015.37,4,0.13,215.34
O00894,2023-05-19,C0018,P0025,East,4802.78,5,0.26,678.82
O00895,2022-09-27,C0064,P0030,South,4760.25,1,0.02,-149.7
O00896,2023-05-17,C0177,P0023,West,4531.46,4,0.08,-155.75
O00897,2022-11-18,C0062,P0035,South,3116.88,5,0.03,-181.63
O00898,2023-05-17,C0094,P0016,East,1383.59,1,0.15,536.56
O00899,2023-07-11,C0026,P0050,North,2070.32,2,0.18,593.15
O00900,2022-03-07,C0191,P0037,West,2065.78,5,0.2,267.12
O00901,2023-04-16,C0147,P0006,East,4487.35,1,0.19,522.37
O00902,2023-05-19,C0048,P0018,West,1143.3,3,0.16,-41.32
O00903,2023-09-08,C0027,P0029,West,2746.12,2,0.14,-144.05
O00904,2023-01-09,C0009,P0035,East,3149.0,5,0.29,636.72
O00905,2023-09-19,C0126,P0049,East,4500.85,4,0.18,402.21
O00906,2023-07-25,C0105,P0028,West,3564.78,1,0.27,641.6
O00907,2023-10-08,C0139,P0015,West,2187.78,1,0.26,-193.92
O00908,2022-12-16,C0059,P0050,East,3933.69,1,0.24,557.34
O00909,2022-07-25,C0091,P0047,East,1126.62,1,0.12,709.81
O00910,2022-06-15,C0082,P0010,North,3070.62,3,0.2,-173.01
O00911,2022-05-23,C0043,P0049,East,1167.5,2,0.23,83.04
O00912,2023-11-13,C0028,P0011,North,3812.45,2,0.02,99.29
O00913,2023-06-18,C0025,P0035,East,1133.84,5,0.23,107.48
O00914,2023-01-07,C0027,P0050,East,2184.53,1,0.23,714.07
O00915,2022-03-27,C0028,P0027,East,3073.18,2,0.23,58.95
O00916,2022-07-28,C0140,P0001,West,3420.54,4,0.27,-11.24
O00917,2023-01-07,C0014,P0007,North,3368.3,2,0.11,-164.7
O00918,2022-08-13,C0099,P0019,East,1243.37,2,0.12,507.71
O00919,2023-05-07,C0010,P0035,West,2362.41,4,0.19,382.92
O00920,2022-03-26,C0065,P0023,North,4035.68,3,0.22,97.11
O00921,2023-11-13,C0184,P0006,East,4503.32,2,0.24,95.56
O00922,2023-08-01,C0185,P0005,North,4952.31,5,0.13,160.23
O00923,2022-10-02,C0176,P0042,East,2946.63,3,0.11,234.4
O00924,2023-10-08,C0001,P0015,East,4040.34,2,0.14,533.64
O00925,2023-07-06,C0017,P0006,East,2976.31,3,0.17,315.23
O00926,2022-08-13,C0115,P0043,East,1324.66,5,0.19,517.18
O00927,2022-07-04,C0042,P0043,North,1274.33,2,0.04,548.03
O00928,2022-08-30,C0082,P0036,South,4591.43,4,0.07,-16.08
O00929,2023-03-04,C0023,P0038,North,3741.04,3,0.06,75.06
O00930,2022-03-26,C0036,P0046,West,4598.84,5,0.14,579.21
O00931,2023-05-28,C0037,P0047,East,3242.8,5,0.01,746.27
O00932,2023-09-25,C0038,P0029,East,2570.36,4,0.17,129.77
O00933,2023-06-15,C0185,P0029,West,4586.36,4,0.16,345.2
O00934,2022-05-21,C0038,P0012,East,4133.41,2,0.1,600.52
O00935,2022-04-30,C0052,P0035,North,2781.1,3,0.08,-124.31
O00936,2023-07-18,C0108,P0020,West,1253.0,3,0.17,335.53
O00937,2022-04-22,C0173,P0028,West,583.59,3,0.25,775.97
O00938,2022-10-07,C0029,P0022,East,3652.17,4,0.29,529.08
O00939,2023-06-09,C0084,P0007,West,3448.72,2,0.2,26.7
O00940,2023-03-22,C0145,P0003,East,4412.28,3,0.1,-111.16
O00941,2022-08-12,C0147,P0014,West,4964.75,1,0.08,-19.12
O00942,2022-03-28,C0157,P0004,North,2273.89,3,0.17,540.42
O00943,2022-11-09,C0187,P0042,South,2119.84,4,0.29,521.26
O00944,2023-07-05,C0008,P0015,East,3518.47,2,0.0,-186.91
O00945,2023-06-16,C0018,P0028,West,2244.47,2,0.28,-157.31
O00946,2022-10-12,C0156,P0045,South,4071.06,2,0.05,391.58
O00947,2022-10-15,C0111,P0040,North,4806.12,1,0.22,-16.02
O00948,2022-12-24,C0002,P0032,West,1653.4,1,0.09,-28.04
O00949,2023-01-28,C0026,P0001,East,862.06,4,0.26,110.24
O00950,2023-03-01,C0115,P0037,East,1410.5,5,0.15,225.25
O00951,2022-05-18,C0053,P0001,East,2065.26,3,0.16,380.59
O00952,2022-05-31,C0176,P0039,West,2683.95,4,0.11,-81.75
O00953,2022-02-28,C0105,P0036,West,1605.27,1,0.05,121.74
O00954,2022-04-25,C0053,P0040,South,3240.28,3,0.0,308.18
O00955,2022-12-25,C0116,P0008,East,3063.06,3,0.24,297.54
O00956,2023-04-02,C0164,P0004,West,4589.54,2,0.09,319.86
O00957,2023-09-27,C0172,P0032,South,2167.71,2,0.09,691.28
O00958,2023-10-18,C0011,P0043,West,3232.28,3,0.18,-60.66
O00959,2023-06-20,C0193,P0029,West,4061.01,3,0.2,362.7
O00960,2023-03-19,C0094,P0024,West,1745.91,2,0.26,-69.53
O00961,2023-09-30,C0086,P0009,South,3393.61,4,0.1,565.41
O00962,2023-09-29,C0020,P0027,North,709.3,3,0.23,726.85
O00963,2023-09-19,C0085,P0033,South,4220.51,2,0.26,672.44
O00964,2023-11-08,C0135,P0048,West,4379.45,1,0.16,112.16
O00965,2022-08-26,C0129,P0013,West,4431.17,4,0.26,663.55
O00966,2022-02-02,C0165,P0042,North,4794.27,2,0.07,291.55
O00967,2022-06-06,C0173,P0020,West,1706.28,4,0.12,17.86
O00968,2022-02-13,C0133,P0002,East,3147.51,4,0.17,-140.95
O00969,2023-08-19,C0128,P0049,East,2893.21,5,0.14,375.92
O00970,2022-10-23,C0105,P0023,South,1008.35,4,0.25,131.92
O00971,2023-03-07,C0145,P0032,East,1319.06,4,0.08,750.78
O00972,2022-09-09,C0129,P0038,South,4191.66,5,0.3,514.65
O00973,2023-01-26,C0169,P0002,South,3196.05,4,0.03,-148.65
O00974,2022-04-30,C0173,P0024,North,2641.03,5,0.16,472.69
O00975,2023-07-18,C0154,P0047,West,4002.73,2,0.18,-21.39
O00976,2022-09-25,C0166,P0042,South,3252.81,2,0.23,-123.66
O00977,2022-10-25,C0179,P0015,West,3009.35,3,0.02,281.63
O00978,2023-10-17,C0036,P0004,West,4002.92,1,0.04,318.94
O00979,2022-05-11,C0087,P0031,West,799.63,1,0.03,284.93
O00980,2022-12-31,C0044,P0020,West,4801.91,1,0.0,514.73
O00981,2022-07-21,C0012,P0005,West,3204.0,1,0.18,510.58
O00982,2022-10-03,C0100,P0043,West,2385.06,1,0.15,268.38
O00983,2022-07-08,C0015,P0048,South,1114.29,3,0.12,607.07
O00984,2023-09-27,C0101,P0026,East,4282.95,1,0.21,-190.56
O00985,2023-06-23,C0002,P0002,East,2862.4,2,0.02,617.7
O00986,2023-02-21,C0161,P0002,West,720.88,2,0.06,507.0
O00987,2022-12-13,C0095,P0039,South,2089.25,4,0.16,511.42
O00988,2022-11-07,C0140,P0020,West,1870.28,4,0.2,-63.86
O00989,2023-01-12,C0021,P0003,West,3440.28,1,0.2,789.11
O00990,2023-01-17,C0159,P0011,West,3432.83,1,0.05,71.02
O00991,2022-03-09,C0057,P0007,East,3003.71,5,0.03,564.24
O00992,2022-09-18,C0154,P0023,North,4186.14,3,0.23,492.37
O00993,2022-02-05,C0188,P0010,West,538.97,5,0.08,-82.01
O00994,2023-11-22,C0014,P0018,East,1902.06,4,0.28,528.62
O00995,2023-08-21,C0083,P0028,North,2040.55,1,0.17,208.88
O00996,2022-12-16,C0194,P0020,West,4464.25,4,0.23,30.23
O00997,2022-01-03,C0190,P0008,North,1699.67,2,0.12,648.03
O00998,2023-08-07,C0049,P0014,West,3314.68,1,0.09,-35.58
O00999,2023-10-14,C0086,P0047,West,1012.3,5,0.12,-51.5
O01000,2022-11-16,C0145,P0022,East,4041.37,2,0.12,689.17
O01001,2022-12-14,C0028,P0017,East,2179.3,4,0.19,282.0
O01002,2023-08-08,C0190,P0017,West,2818.31,4,0.14,156.65
O01003,2022-12-21,C0157,P0004,South,3398.36,1,0.22,-94.7
O01004,2022-10-08,C0162,P0013,North,2908.86,4,0.03,747.32
O01005,2022-01-29,C0035,P0039,North,4812.64,2,0.12,318.75
O01006,2023-07-01,C0086,P0017,North,1205.7,1,0.24,371.88
O01007,2023-09-09,C0110,P0038,East,3467.5,2,0.23,16.44
O01008,2023-11-24,C0184,P0047,South,4087.28,5,0.25,293.39
O01009,2023-09-24,C0003,P0044,East,4600.29,5,0.27,382.5
O01010,2022-05-09,C0082,P0036,East,4076.63,4,0.02,603.22
O01011,2022-08-27,C0014,P0023,East,4403.61,4,0.28,657.95
O01012,2022-10-19,C0085,P0034,North,4659.04,5,0.1,75.74
O01013,2023-09-21,C0171,P0028,South,4689.43,3,0.3,370.34
O01014,2022-01-20,C0035,P0030,South,1953.37,2,0.0,-166.56
O01015,2022-06-04,C0013,P0031,South,1485.38,5,0.04,-169.07
O01016,2022-08-07,C0143,P0014,East,3152.51,5,0.04,-1.77
O01017,2023-06-20,C0195,P0022,West,838.02,3,0.13,530.93
O01018,2023-11-25,C0065,P0007,East,1572.03,4,0.07,41.81
O01019,2022-10-09,C0169,P0033,South,3666.7,4,0.16,509.17
O01020,2022-11-14,C0074,P0018,East,4491.44,4,0.16,700.91
O01021,2023-08-11,C0196,P0046,North,2174.45,3,0.03,47.91
O01022,2023-07-20,C0196,P0045,North,3327.89,1,0.15,561.38
O01023,2023-02-09,C0002,P0004,East,2783.04,5,0.08,300.36
O01024,2022-07-03,C0117,P0022,East,2541.5,5,0.25,540.62
O01025,2023-05-07,C0038,P0046,South,2672.67,4,0.11,12.32
O01026,2023-01-27,C0052,P0001,East,3612.17,3,0.21,-173.89
O01027,2022-05-20,C0140,P0043,West,2663.93,5,0.08,118.02
O01028,2023-07-30,C0099,P0019,East,917.4,3,0.06,66.44
O01029,2023-05-19,C0187,P0006,East,748.74,1,0.25,-56.93
O01030,2022-06-29,C0140,P0038,West,2289.29,1,0.2,341.3
O01031,2023-09-01,C0179,P0034,North,2052.79,1,0.2,488.03
O01032,2022-10-20,C0154,P0015,West,2534.28,3,0.02,684.9
O01033,2022-05-24,C0026,P0006,West,1159.15,5,0.03,352.92
O01034,2022-07-29,C0083,P0048,West,3488.1,2,0.19,515.13
O01035,2023-02-18,C0086,P0014,East,2701.72,4,0.13,331.09
O01036,2023-11-12,C0073,P0012,South,4618.82,2,0.27,-60.68
O01037,2023-11-06,C0059,P0005,North,3076.82,4,0.05,438.13
O01038,2023-04-09,C0155,P0036,South,1799.71,1,0.03,161.5
O01039,2022-09-28,C0103,P0007,South,3980.81,5,0.29,419.34
O01040,2023-10-16,C0020,P0017,East,2616.02,5,0.15,-141.31
O01041,2022-01-30,C0165,P0017,South,1247.4,3,0.27,111.14
O01042,2022-10-29,C0177,P0018,South,1103.11,1,0.11,308.0
O01043,2022-09-08,C0091,P0006,North,1520.15,3,0.21,7.22
O01044,2023-03-02,C0033,P0001,West,3700.51,4,0.13,-2.97
O01045,2023-04-09,C0138,P0030,West,2076.04,1,0.28,307.3
O01046,2022-11-22,C0082,P0018,West,1342.88,1,0.18,-75.63
O01047,2022-01-01,C0077,P0001,South,4992.44,2,0.28,287.19
O01048,2023-08-21,C0191,P0036,East,2831.77,1,0.07,208.23
O01049,2022-07-23,C0195,P0042,East,3120.81,5,0.14,-86.97
O01050,2023-06-04,C0155,P0035,South,1405.52,3,0.23,230.79
O01051,2022-01-23,C0177,P0010,North,1903.87,3,0.0,154.51
O01052,2023-01-25,C0040,P0007,East,1921.54,3,0.29,-34.84
O01053,2022-08-27,C0115,P0034,South,2301.91,1,0.06,795.18
O01054,2023-08-11,C0160,P0033,West,2912.25,4,0.27,-112.25
O01055,2022-07-20,C0124,P0016,South,4423.05,3,0.13,91.01
O01056,2022-08-05,C0177,P0004,West,1728.67,3,0.27,73.37
O01057,2023-07-16,C0074,P0022,West,2780.93,1,0.25,293.61
O01058,2023-08-06,C0191,P0047,South,2179.63,1,0.23,225.94
O01059,2022-11-13,C0135,P0026,North,1477.91,5,0.15,630.19
O01060,2022-03-28,C0098,P0046,East,4504.51,5,0.01,325.23
O01061,2022-12-14,C0043,P0027,South,4497.1,3,0.12,-42.59
O01062,2023-02-03,C0094,P0002,South,1936.77,1,0.22,-10.56
O01063,2023-04-29,C0189,P0049,West,1550.89,4,0.19,4.84
O01064,2022-12-24,C0011,P0029,West,1441.18,3,0.01,361.96
O01065,2022-08-07,C0020,P0010,South,3811.27,5,0.28,408.93
O01066,2023-06-10,C0137,P0050,East,3680.94,2,0.14,44.39
O01067,2023-03-26,C0200,P0021,South,2290.95,5,0.15,61.46
O01068,2023-01-26,C0159,P0038,West,2203.31,1,0.25,553.1
O01069,2023-03-11,C0194,P0001,East,4141.23,5,0.27,655.33
O01070,2023-10-04,C0190,P0039,North,4353.33,1,0.11,-66.65
O01071,2023-03-07,C0021,P0012,North,3140.15,3,0.14,751.57
O01072,2022-10-28,C0069,P0009,South,1873.42,5,0.14,123.68
O01073,2022-10-02,C0070,P0012,West,3652.48,5,0.12,-192.44
O01074,2023-10-31,C0152,P0008,East,2325.12,3,0.12,684.01
O01075,2023-09-02,C0156,P0049,North,3496.04,2,0.21,516.03
O01076,2023-02-10,C0019,P0015,West,2789.8,1,0.29,-47.33
O01077,2023-08-11,C0177,P0017,South,1499.45,3,0.03,692.73
O01078,2023-06-22,C0161,P0023,West,4804.29,1,0.24,318.61
O01079,2023-11-24,C0096,P0027,West,4504.0,3,0.12,171.87
O01080,2022-01-22,C0192,P0002,South,4937.09,2,0.11,494.8
O01081,2022-11-08,C0009,P0034,West,3941.28,2,0.3,42.94
O01082,2023-10-21,C0044,P0022,East,3948.93,1,0.2,274.14
O01083,2023-09-04,C0125,P0025,South,4870.22,1,0.04,60.47
O01084,2023-06-19,C0017,P0029,North,1169.8,2,0.23,150.57
O01085,2023-03-21,C0149,P0041,West,1004.3,5,0.22,-36.53
O01086,2022-02-27,C0195,P0030,West,1419.76,5,0.24,319.36
O01087,2022-03-18,C0184,P0012,South,1082.61,2,0.1,34.48
O01088,2022-09-11,C0082,P0033,South,3427.04,3,0.08,-5.68
O01089,2023-05-28,C0116,P0047,West,2375.27,2,0.16,713.53
O01090,2023-03-07,C0040,P0032,North,2813.67,5,0.06,499.72
O01091,2022-12-06,C0093,P0017,South,856.04,2,0.21,49.22
O01092,2023-04-06,C0150,P0018,West,4350.71,1,0.1,-185.71
O01093,2023-05-25,C0041,P0037,South,3143.3,3,0.25,87.89
O01094,2022-05-23,C0025,P0022,North,1739.63,2,0.0,110.27
O01095,2022-11-05,C0145,P0031,North,2417.04,3,0.07,170.58
O01096,2023-09-04,C0071,P0044,South,1184.8,4,0.15,43.13
O01097,2022-08-28,C0116,P0028,West,1419.91,1,0.03,-19.18
O01098,2022-02-28,C0123,P0009,East,1489.32,1,0.2,-81.71
O01099,2023-06-10,C0136,P0013,South,2224.84,3,0.22,255.74
O01100,2022-05-24,C0187,P0005,South,4722.73,1,0.28,9.8
O01101,2023-08-30,C0037,P0014,West,2173.45,1,0.13,584.14
O01102,2023-05-29,C0011,P0048,West,4169.89,3,0.14,4.48
O01103,2023-08-08,C0030,P0049,North,4443.75,5,0.27,542.99
O01104,2022-12-30,C0133,P0020,North,1500.07,2,0.13,296.9
O01105,2023-10-04,C0079,P0004,South,3227.9,4,0.16,18.25
O01106,2022-10-31,C0143,P0012,East,2807.89,3,0.29,193.02
O01107,2023-04-09,C0069,P0037,East,4501.13,4,0.2,-115.16
O01108,2023-07-01,C0044,P0048,East,1783.94,2,0.03,549.87
O01109,2022-02-17,C0110,P0018,West,618.22,4,0.21,669.76
O01110,2022-01-11,C0173,P0004,West,3596.53,3,0.13,521.39
O01111,2023-02-02,C0108,P0037,North,3189.94,2,0.29,524.19
O01112,2022-07-19,C0057,P0009,North,2786.99,1,0.07,71.94
O01113,2022-09-02,C0147,P0049,West,2717.86,2,0.21,526.65
O01114,2023-06-21,C0007,P0019,West,1034.23,1,0.03,172.35
O01115,2023-08-01,C0113,P0039,North,2201.9,1,0.16,681.26
O01116,2023-03-11,C0040,P0019,East,3494.23,4,0.19,349.37
O01117,2022-07-27,C0053,P0033,West,4570.43,2,0.2,399.4
O01118,2023-12-01,C0024,P0007,West,1342.98,3,0.05,776.09
O01119,2023-05-08,C0193,P0050,North,3633.48,1,0.03,-196.34
O01120,2022-05-02,C0095,P0017,South,2958.9,5,0.03,-2.94
O01121,2023-05-29,C0054,P0007,South,3855.29,2,0.13,-80.37
O01122,2023-08-11,C0068,P0047,North,4160.78,4,0.0,-9.98
O01123,2023-02-28,C0151,P0048,North,3364.73,5,0.02,436.35
O01124,2022-04-01,C0190,P0005,East,4559.74,2,0.17,641.13
O01125,2022-08-01,C0146,P0024,East,4817.78,4,0.14,571.33
O01126,2023-05-25,C0026,P0023,East,2362.04,4,0.13,489.51
O01127,2023-10-28,C0187,P0050,South,4141.51,3,0.27,337.71
O01128,2022-03-11,C0133,P0016,North,2900.44,1,0.16,721.29
O01129,2023-05-27,C0109,P0045,West,3634.85,3,0.09,-194.72
O01130,2022-08-06,C0148,P0041,East,2179.82,4,0.06,243.73
O01131,2023-04-21,C0049,P0043,East,3379.16,3,0.13,651.84
O01132,2023-11-01,C0062,P0048,West,888.91,1,0.24,262.17
O01133,2022-07-02,C0130,P0021,West,4405.61,5,0.02,490.86
O01134,2023-09-23,C0127,P0034,North,3726.92,1,0.0,-97.61
O01135,2023-05-29,C0107,P0007,South,2883.56,5,0.06,333.89
O01136,2023-09-29,C0086,P0028,West,3371.95,2,0.26,437.83
O01137,2023-09-29,C0179,P0018,South,3402.42,2,0.11,7.02
O01138,2022-02-02,C0147,P0016,South,3302.13,5,0.12,791.7
O01139,2022-08-19,C0086,P0049,East,4511.06,3,0.23,374.88
O01140,2022-08-15,C0001,P0026,West,961.3,3,0.25,567.67
O01141,2022-03-21,C0032,P0019,North,2111.98,3,0.27,-58.33
O01142,2022-10-16,C0122,P0049,South,4271.07,2,0.18,575.79
O01143,2023-10-15,C0042,P0026,South,4533.93,1,0.2,373.34
O01144,2022-05-21,C0048,P0004,West,4925.25,4,0.1,197.4
O01145,2022-07-23,C0010,P0039,North,2755.18,1,0.04,39.57
O01146,2023-11-25,C0130,P0010,West,4442.63,5,0.23,279.34
O01147,2022-11-09,C0160,P0037,South,3787.93,5,0.07,-99.27
O01148,2022-07-23,C0032,P0001,South,3575.56,1,0.04,-3.53
O01149,2022-06-16,C0092,P0016,East,2937.77,1,0.3,-7.51
O01150,2023-02-13,C0088,P0024,North,2600.2,1,0.06,-58.68
O01151,2022-11-18,C0150,P0001,North,733.65,5,0.04,-55.38
O01152,2022-02-11,C0024,P0033,North,2426.39,5,0.04,663.39
O01153,2023-04-15,C0043,P0036,South,1031.25,5,0.13,745.44
O01154,2022-02-19,C0117,P0008,East,1750.09,4,0.28,540.7
O01155,2023-06-02,C0065,P0001,South,4202.18,3,0.14,704.17
O01156,2022-09-18,C0191,P0042,West,2241.98,5,0.1,445.41
O01157,2023-03-07,C0090,P0035,East,4530.05,5,0.18,-148.44
O01158,2022-04-15,C0053,P0017,West,4962.72,5,0.17,-63.38
